@relation STORM_Dataset-weka.filters.unsupervised.instance.RemoveDuplicates

@attribute Version numeric
@attribute Size numeric
@attribute LOC_Touched numeric
@attribute NR numeric
@attribute LOC_Added numeric
@attribute Max_LOC_Added numeric
@attribute Avg_LOC_Added numeric
@attribute Churn numeric
@attribute Max_Churn numeric
@attribute Avg_Churn numeric
@attribute ChgSetSize numeric
@attribute Max_ChgSetSize numeric
@attribute Avg_ChgSetSize numeric
@attribute Bugginess {No,Yes}

@data
2,61,1,1,17,17,17,17,17,17,565,565,565,No
2,38,1,1,17,17,17,17,17,17,565,565,565,No
2,32,1,1,17,17,17,17,17,17,565,565,565,No
2,35,1,1,17,17,17,17,17,17,565,565,565,No
2,49,6,3,36,17,12,33,28,11,891,565,297,No
2,57,1,1,17,17,17,17,17,17,565,565,565,No
2,350,101,14,457,58,33,1178,234,84,935,558,67,No
2,112,23,5,76,17,15,150,62,30,906,558,181,No
2,69,4,2,21,17,11,21,19,11,850,558,425,No
2,136,7,3,68,37,23,106,59,35,886,558,295,No
2,115,8,3,91,61,30,94,55,31,858,558,286,No
2,39,1,1,17,17,17,17,17,17,558,558,558,No
2,243,29,7,155,39,22,305,124,44,901,558,129,No
2,41,18,3,55,17,18,-129,0,-43,886,558,295,No
2,44,2,2,18,17,9,17,17,9,854,558,427,No
2,66,6,3,45,20,15,45,31,15,862,558,287,No
2,45,1,1,17,17,17,17,17,17,558,558,558,No
2,72,1,1,17,17,17,17,17,17,563,563,563,No
2,64,1,1,17,17,17,17,17,17,565,565,565,No
2,155,7,4,32,17,8,70,18,18,631,562,158,No
2,34,1,1,17,17,17,17,17,17,565,565,565,No
2,41,1,1,17,17,17,17,17,17,565,565,565,No
2,23,1,1,17,17,17,17,17,17,565,565,565,No
2,60,1,1,17,17,17,17,17,17,565,565,565,No
2,24,1,1,17,17,17,17,17,17,565,565,565,No
2,22,1,1,17,17,17,17,17,17,563,563,563,No
2,55,1,1,17,17,17,17,17,17,565,565,565,No
2,45,1,1,17,17,17,17,17,17,565,565,565,No
2,50,1,1,17,17,17,17,17,17,565,565,565,No
2,31,1,1,17,17,17,17,17,17,563,563,563,No
2,31,4,4,22,17,6,74,20,19,627,563,157,No
2,28,5,5,21,17,4,87,18,17,578,564,116,No
2,25,1,1,17,17,17,17,17,17,565,565,565,No
2,33,1,1,17,17,17,17,17,17,565,565,565,No
2,448,4,2,30,17,15,43,30,22,973,565,487,No
2,54,1,1,54,54,54,17,17,17,565,565,565,No
2,39,1,1,17,17,17,17,17,17,565,565,565,No
2,40,1,1,17,17,17,17,17,17,565,565,565,No
2,58,1,1,57,57,57,17,17,17,565,565,565,No
2,110,1,1,109,109,109,17,17,17,565,565,565,No
2,89,1,1,17,17,17,17,17,17,565,565,565,No
2,57,1,1,57,57,57,17,17,17,565,565,565,No
2,52,1,1,17,17,17,17,17,17,565,565,565,No
2,243,12,2,176,104,88,323,170,162,973,565,487,No
2,47,1,1,17,17,17,17,17,17,565,565,565,No
2,59,10,3,31,17,10,35,23,12,1055,565,352,No
2,116,3,2,26,17,13,33,25,17,973,565,487,No
2,173,11,3,63,17,21,80,38,27,1055,565,352,No
2,159,13,3,80,17,27,140,58,47,1055,565,352,No
2,114,16,3,82,28,27,122,52,41,1055,565,352,No
2,80,10,3,29,17,10,20,18,7,1055,565,352,No
2,57,3,2,19,17,10,17,17,9,973,565,487,No
2,57,2,2,20,17,10,17,17,9,973,565,487,No
2,110,1,1,17,17,17,17,17,17,565,565,565,No
2,70,3,3,23,17,8,20,18,7,1055,565,352,No
2,114,1,1,17,17,17,17,17,17,565,565,565,No
2,26,1,1,17,17,17,17,17,17,565,565,565,No
2,58,1,1,17,17,17,17,17,17,565,565,565,No
2,224,1,1,17,17,17,17,17,17,565,565,565,No
2,105,1,1,17,17,17,17,17,17,565,565,565,No
2,28,1,1,17,17,17,17,17,17,565,565,565,No
2,31,1,1,17,17,17,17,17,17,565,565,565,No
2,167,76,16,355,117,22,1012,228,63,2008,604,126,No
2,134,1,1,17,17,17,17,17,17,565,565,565,No
2,29,1,1,17,17,17,17,17,17,565,565,565,No
2,198,1,1,17,17,17,17,17,17,565,565,565,No
2,84,1,1,17,17,17,17,17,17,565,565,565,No
2,225,1,1,17,17,17,17,17,17,565,565,565,No
2,268,96,19,498,208,26,1763,345,93,2285,604,120,No
2,310,11,8,76,24,10,345,72,43,1268,565,159,No
2,106,1,1,17,17,17,17,17,17,565,565,565,No
2,72,1,1,17,17,17,17,17,17,565,565,565,No
2,48,1,1,17,17,17,17,17,17,565,565,565,No
2,42,1,1,17,17,17,17,17,17,565,565,565,No
2,67,1,1,67,67,67,17,17,17,565,565,565,No
2,100,1,1,17,17,17,17,17,17,565,565,565,No
2,179,8,2,40,17,20,54,37,27,619,563,310,No
2,181,1,1,17,17,17,17,17,17,565,565,565,No
2,51,1,1,51,51,51,17,17,17,565,565,565,No
2,60,1,1,60,60,60,17,17,17,565,565,565,No
2,186,1,1,17,17,17,17,17,17,565,565,565,No
2,63,1,1,17,17,17,17,17,17,565,565,565,No
2,62,1,1,17,17,17,17,17,17,565,565,565,No
2,41,1,1,41,41,41,17,17,17,565,565,565,No
2,85,1,1,17,17,17,17,17,17,565,565,565,No
2,37,1,1,17,17,17,17,17,17,565,565,565,No
2,86,1,1,17,17,17,17,17,17,565,565,565,No
2,34,1,1,34,34,34,17,17,17,565,565,565,No
2,83,1,1,17,17,17,17,17,17,565,565,565,No
2,54,1,1,17,17,17,17,17,17,565,565,565,No
2,67,1,1,17,17,17,17,17,17,565,565,565,No
2,36,1,1,17,17,17,17,17,17,565,565,565,No
2,44,1,1,17,17,17,17,17,17,565,565,565,No
2,359,1,1,17,17,17,17,17,17,565,565,565,No
2,94,1,1,17,17,17,17,17,17,565,565,565,No
2,96,1,1,17,17,17,17,17,17,565,565,565,No
2,217,1,1,17,17,17,17,17,17,565,565,565,No
2,510,1,1,17,17,17,17,17,17,565,565,565,No
2,56,1,1,17,17,17,17,17,17,565,565,565,No
2,69,1,1,17,17,17,17,17,17,565,565,565,No
2,159,1,1,17,17,17,17,17,17,565,565,565,No
2,142,1,1,17,17,17,17,17,17,565,565,565,No
2,149,1,1,17,17,17,17,17,17,565,565,565,No
2,173,14,3,66,17,22,137,57,46,1057,565,352,No
2,98,1,1,17,17,17,17,17,17,565,565,565,No
2,171,1,1,17,17,17,17,17,17,565,565,565,No
2,351,1,1,17,17,17,17,17,17,565,565,565,No
2,65,13,3,70,17,23,116,50,39,1055,565,352,No
2,217,50,8,150,19,19,309,87,39,1419,563,177,No
2,177,1,1,17,17,17,17,17,17,565,565,565,No
2,68,1,1,17,17,17,17,17,17,565,565,565,No
2,156,1,1,17,17,17,17,17,17,565,565,565,No
2,99,6,2,29,17,15,35,26,18,973,565,487,Yes
2,59,5,3,27,17,9,38,24,13,1055,565,352,No
2,124,1,1,17,17,17,17,17,17,565,565,565,No
2,182,42,7,264,106,38,607,215,87,1487,604,212,No
2,109,4,2,29,17,15,29,23,15,825,565,413,No
2,161,1,1,17,17,17,17,17,17,565,565,565,No
2,540,65,21,727,397,35,4294,615,204,1491,564,71,No
2,375,1,1,17,17,17,17,17,17,565,565,565,No
2,53,2,2,24,17,12,27,22,14,973,565,487,No
2,377,2,2,21,17,11,23,20,12,781,565,391,No
2,813,1,1,17,17,17,17,17,17,565,565,565,No
2,121,8,3,29,17,10,44,26,15,1055,565,352,No
2,183,1,1,17,17,17,17,17,17,565,565,565,No
2,174,1,1,17,17,17,17,17,17,565,565,565,No
2,123,1,1,17,17,17,17,17,17,565,565,565,No
2,87,1,1,17,17,17,17,17,17,565,565,565,No
2,65,1,1,17,17,17,17,17,17,565,565,565,No
2,125,1,1,17,17,17,17,17,17,565,565,565,No
2,113,1,1,17,17,17,17,17,17,565,565,565,No
2,95,1,1,17,17,17,17,17,17,565,565,565,No
2,218,1,1,17,17,17,17,17,17,565,565,565,No
2,80,1,1,17,17,17,17,17,17,565,565,565,No
2,107,1,1,17,17,17,17,17,17,565,565,565,No
2,73,1,1,17,17,17,17,17,17,565,565,565,No
2,76,1,1,17,17,17,17,17,17,565,565,565,No
2,92,1,1,17,17,17,17,17,17,565,565,565,No
2,77,1,1,17,17,17,17,17,17,565,565,565,No
2,201,1,1,17,17,17,17,17,17,565,565,565,No
2,178,2,2,18,17,9,19,18,10,876,565,438,No
2,138,1,1,17,17,17,17,17,17,565,565,565,No
2,75,5,2,25,17,13,38,21,19,613,563,307,No
2,79,1,1,17,17,17,17,17,17,565,565,565,No
2,124,2,2,22,17,11,25,21,13,783,565,392,No
2,109,1,1,17,17,17,17,17,17,565,565,565,No
2,185,1,1,17,17,17,17,17,17,565,565,565,No
2,97,8,2,36,17,18,46,29,23,611,563,306,No
2,154,2,2,18,17,9,34,17,17,592,563,296,No
2,176,7,3,44,17,15,109,42,36,810,563,270,No
2,166,1,1,17,17,17,17,17,17,565,565,565,No
2,289,2,2,21,17,11,25,21,13,894,565,447,No
2,66,1,1,17,17,17,17,17,17,565,565,565,No
2,425,1,1,17,17,17,17,17,17,565,565,565,No
2,722,1,1,17,17,17,17,17,17,565,565,565,No
2,147,3,2,29,17,15,45,28,23,572,564,286,No
2,171,14,3,68,17,23,143,59,48,1057,565,352,No
2,328,1,1,17,17,17,17,17,17,565,565,565,No
2,142,5,3,33,17,11,47,27,16,783,565,261,No
3,78,6,4,21,17,5,16,17,4,152,94,38,No
3,87,5,3,20,17,7,16,17,5,150,94,50,No
3,68,1,1,17,17,17,17,17,17,49,49,49,No
3,58,13,5,34,17,7,22,21,4,324,253,65,No
3,196,5,3,20,17,7,16,17,5,150,94,50,No
3,132,8,2,75,34,38,125,71,63,230,181,115,No
3,64,1,1,17,17,17,17,17,17,49,49,49,No
3,173,1,1,17,17,17,17,17,17,49,49,49,No
3,246,1,1,17,17,17,17,17,17,49,49,49,No
3,107,5,3,20,17,7,16,17,5,150,94,50,No
3,109,3,2,18,17,9,15,16,8,332,283,166,No
3,58,1,1,17,17,17,17,17,17,49,49,49,No
3,37,1,1,17,17,17,17,17,17,49,49,49,No
3,141,3,2,18,17,9,15,16,8,332,283,166,No
3,114,1,1,17,17,17,17,17,17,49,49,49,No
3,59,1,1,17,17,17,17,17,17,49,49,49,No
3,164,24,3,181,36,60,193,83,64,68,49,23,No
3,70,1,1,17,17,17,17,17,17,49,49,49,No
3,32,1,1,17,17,17,17,17,17,49,49,49,No
3,148,1,1,17,17,17,17,17,17,49,49,49,No
3,156,1,1,17,17,17,17,17,17,49,49,49,No
3,119,1,1,17,17,17,17,17,17,49,49,49,No
3,118,1,1,17,17,17,17,17,17,49,49,49,No
3,85,5,3,20,17,7,16,17,5,150,94,50,No
3,48,5,3,34,17,11,60,34,20,547,317,182,No
3,33,1,1,17,17,17,17,17,17,49,49,49,No
3,146,1,1,17,17,17,17,17,17,49,49,49,No
