Project,Version,Filename,Size,LOC_Touched,NR,LOC_Added,Max_LOC_Added,Avg_LOC_Added,Churn,Max_Churn,Avg_Churn,ChgSetSize,Max_ChgSetSize,Avg_ChgSetSize,Bugginess
STORM,4,examples/storm-starter/test/jvm/storm/starter/bolt/IntermediateRankingsBoltTest.java,146,1,1,17,17,17,17,17,17,49,49,49,No
STORM,4,examples/storm-starter/test/jvm/storm/starter/bolt/RollingCountBoltTest.java,113,1,1,17,17,17,17,17,17,49,49,49,No
STORM,4,examples/storm-starter/test/jvm/storm/starter/bolt/TotalRankingsBoltTest.java,147,1,1,17,17,17,17,17,17,49,49,49,No
STORM,4,examples/storm-starter/test/jvm/storm/starter/tools/MockTupleHelpers.java,40,12,6,33,17,6,3,21,1,909,846,152,No
STORM,4,examples/storm-starter/test/jvm/storm/starter/tools/NthLastModifiedTimeTrackerTest.java,125,1,1,17,17,17,17,17,17,49,49,49,No
STORM,4,examples/storm-starter/test/jvm/storm/starter/tools/RankableObjectWithFieldsTest.java,252,1,1,17,17,17,17,17,17,49,49,49,No
STORM,4,examples/storm-starter/test/jvm/storm/starter/tools/RankingsTest.java,368,1,1,17,17,17,17,17,17,49,49,49,No
STORM,4,examples/storm-starter/test/jvm/storm/starter/tools/SlidingWindowCounterTest.java,106,1,1,17,17,17,17,17,17,49,49,49,No
STORM,4,examples/storm-starter/test/jvm/storm/starter/tools/SlotBasedCounterTest.java,181,1,1,17,17,17,17,17,17,49,49,49,No
STORM,4,external/storm-hbase/src/main/java/org/apache/storm/hbase/bolt/AbstractHBaseBolt.java,76,4,1,8,5,8,7,7,7,469,469,469,No
STORM,4,external/storm-hbase/src/main/java/org/apache/storm/hbase/bolt/HBaseBolt.java,77,1,1,1,1,1,0,0,0,636,636,636,No
STORM,4,external/storm-hbase/src/main/java/org/apache/storm/hbase/bolt/HBaseLookupBolt.java,83,3,2,3,1,2,0,0,0,670,620,335,No
STORM,4,external/storm-hbase/src/main/java/org/apache/storm/hbase/bolt/mapper/HBaseValueMapper.java,43,3,1,3,1,3,2,2,2,50,50,50,No
STORM,4,external/storm-hbase/src/main/java/org/apache/storm/hbase/security/HBaseSecurityUtil.java,64,17,3,50,19,17,-22,12,-7,484,469,161,No
STORM,4,external/storm-hbase/src/main/java/org/apache/storm/hbase/trident/mapper/TridentHBaseMapper.java,49,1,1,18,18,18,18,18,18,107,107,107,No
STORM,4,external/storm-hbase/src/main/java/org/apache/storm/hbase/trident/state/HBaseMapState.java,249,21,5,62,17,12,4,13,1,1449,411,290,No
STORM,4,external/storm-hbase/src/main/java/org/apache/storm/hbase/trident/state/HBaseState.java,171,6,4,14,6,4,16,9,4,824,449,206,No
STORM,4,external/storm-hbase/src/test/java/org/apache/storm/hbase/topology/WordCountValueMapper.java,70,2,1,2,1,2,1,1,1,50,50,50,No
STORM,4,external/storm-hdfs/src/main/java/org/apache/storm/hdfs/bolt/AbstractHdfsBolt.java,139,12,2,40,16,20,53,29,27,17,9,9,No
STORM,4,external/storm-hdfs/src/main/java/org/apache/storm/hdfs/bolt/HdfsBolt.java,131,9,4,16,7,4,5,2,1,747,727,187,No
STORM,4,external/storm-hdfs/src/main/java/org/apache/storm/hdfs/bolt/SequenceFileBolt.java,149,7,3,13,4,4,7,4,2,745,727,248,No
STORM,4,external/storm-hdfs/src/main/java/org/apache/storm/hdfs/bolt/format/DefaultSequenceFormat.java,69,1,1,17,17,17,17,17,17,256,256,256,No
STORM,4,external/storm-hdfs/src/main/java/org/apache/storm/hdfs/bolt/format/SequenceFormat.java,56,4,2,19,17,10,15,16,8,643,387,322,No
STORM,4,external/storm-hdfs/src/main/java/org/apache/storm/hdfs/bolt/rotation/TimedRotationPolicy.java,72,1,1,17,17,17,17,17,17,249,249,249,No
STORM,4,external/storm-hdfs/src/main/java/org/apache/storm/hdfs/common/rotation/MoveFileAction.java,44,1,1,17,17,17,17,17,17,256,256,256,No
STORM,4,external/storm-hdfs/src/main/java/org/apache/storm/hdfs/common/rotation/RotationAction.java,29,1,1,17,17,17,17,17,17,256,256,256,No
STORM,4,external/storm-hdfs/src/main/java/org/apache/storm/hdfs/common/security/HdfsSecurityUtil.java,63,22,6,58,16,10,24,18,4,1528,575,255,No
STORM,4,external/storm-hdfs/src/main/java/org/apache/storm/hdfs/trident/HdfsState.java,334,20,3,76,17,25,109,47,36,267,249,89,No
STORM,4,external/storm-hdfs/src/main/java/org/apache/storm/hdfs/trident/HdfsStateFactory.java,46,1,1,17,17,17,17,17,17,256,256,256,No
STORM,4,external/storm-hdfs/src/main/java/org/apache/storm/hdfs/trident/HdfsUpdater.java,31,1,1,17,17,17,17,17,17,256,256,256,No
STORM,4,external/storm-hdfs/src/main/java/org/apache/storm/hdfs/trident/format/DefaultSequenceFormat.java,71,1,1,17,17,17,17,17,17,256,256,256,No
STORM,4,external/storm-hdfs/src/main/java/org/apache/storm/hdfs/trident/format/SequenceFormat.java,57,1,1,17,17,17,17,17,17,256,256,256,No
STORM,4,external/storm-hdfs/src/main/java/org/apache/storm/hdfs/trident/rotation/TimedRotationPolicy.java,71,1,1,17,17,17,17,17,17,249,249,249,No
STORM,4,external/storm-hdfs/src/test/java/org/apache/storm/hdfs/bolt/HdfsFileTopology.java,196,7,2,6,1,3,-3,0,-1,615,601,308,No
STORM,4,external/storm-hdfs/src/test/java/org/apache/storm/hdfs/bolt/SequenceFileTopology.java,193,2,1,2,1,2,0,0,0,606,606,606,No
STORM,4,external/storm-hdfs/src/test/java/org/apache/storm/hdfs/trident/FixedBatchSpout.java,97,1,1,17,17,17,17,17,17,256,256,256,No
STORM,4,external/storm-hdfs/src/test/java/org/apache/storm/hdfs/trident/TridentFileTopology.java,90,2,2,18,17,9,17,17,9,694,438,347,No
STORM,4,external/storm-hdfs/src/test/java/org/apache/storm/hdfs/trident/TridentSequenceTopology.java,88,3,2,20,17,10,17,17,9,694,438,347,No
STORM,4,external/storm-kafka/src/jvm/storm/kafka/Broker.java,86,5,3,26,17,9,34,23,11,152,72,51,No
STORM,4,external/storm-kafka/src/jvm/storm/kafka/BrokerHosts.java,25,3,2,22,17,11,20,20,10,113,72,57,No
STORM,4,external/storm-kafka/src/jvm/storm/kafka/DynamicBrokersReader.java,213,32,11,159,29,14,801,99,73,1465,506,133,No
STORM,4,external/storm-kafka/src/jvm/storm/kafka/DynamicPartitionConnections.java,98,9,2,29,17,15,25,21,13,951,910,476,No
STORM,4,external/storm-kafka/src/jvm/storm/kafka/ExponentialBackoffMsgRetryManager.java,167,8,2,22,7,11,13,13,7,531,271,266,No
STORM,4,external/storm-kafka/src/jvm/storm/kafka/FailedFetchException.java,29,1,1,17,17,17,17,17,17,41,41,41,No
STORM,4,external/storm-kafka/src/jvm/storm/kafka/KafkaConfig.java,52,7,6,23,17,4,25,20,4,2317,757,386,No
STORM,4,external/storm-kafka/src/jvm/storm/kafka/KafkaError.java,43,2,1,17,17,17,13,13,13,41,41,41,No
STORM,4,external/storm-kafka/src/jvm/storm/kafka/KafkaSpout.java,195,3,3,31,17,10,27,22,9,1008,895,336,No
STORM,4,external/storm-kafka/src/jvm/storm/kafka/KafkaUtils.java,267,55,23,224,32,10,1805,138,78,2673,435,116,No
STORM,4,external/storm-kafka/src/jvm/storm/kafka/KeyValueScheme.java,28,1,1,17,17,17,17,17,17,41,41,41,No
STORM,4,external/storm-kafka/src/jvm/storm/kafka/KeyValueSchemeAsMultiScheme.java,37,2,2,18,17,9,19,18,10,113,72,57,No
STORM,4,external/storm-kafka/src/jvm/storm/kafka/Partition.java,87,10,3,47,17,16,81,40,27,1026,891,342,No
STORM,4,external/storm-kafka/src/jvm/storm/kafka/PartitionCoordinator.java,28,2,2,19,17,10,21,19,11,113,72,57,No
STORM,4,external/storm-kafka/src/jvm/storm/kafka/PartitionManager.java,286,117,27,408,38,15,1009,167,37,2701,437,100,No
STORM,4,external/storm-kafka/src/jvm/storm/kafka/SpoutConfig.java,44,9,7,36,17,5,41,25,6,405,238,58,No
STORM,4,external/storm-kafka/src/jvm/storm/kafka/StaticCoordinator.java,52,4,3,27,17,9,32,23,11,1008,895,336,No
STORM,4,external/storm-kafka/src/jvm/storm/kafka/StaticHosts.java,38,1,1,17,17,17,17,17,17,41,41,41,No
STORM,4,external/storm-kafka/src/jvm/storm/kafka/StaticPartitionConnections.java,52,1,1,17,17,17,17,17,17,41,41,41,No
STORM,4,external/storm-kafka/src/jvm/storm/kafka/StringKeyValueScheme.java,37,1,1,17,17,17,17,17,17,41,41,41,No
STORM,4,external/storm-kafka/src/jvm/storm/kafka/StringScheme.java,46,2,2,18,17,9,17,17,9,113,72,57,No
STORM,4,external/storm-kafka/src/jvm/storm/kafka/UpdateOffsetException.java,25,4,3,21,17,7,38,20,13,534,389,178,No
STORM,4,external/storm-kafka/src/jvm/storm/kafka/ZkCoordinator.java,113,3,3,20,17,7,19,18,6,1008,895,336,No
STORM,4,external/storm-kafka/src/jvm/storm/kafka/ZkHosts.java,36,3,2,22,17,11,20,20,10,113,72,57,No
STORM,4,external/storm-kafka/src/jvm/storm/kafka/ZkState.java,116,5,5,25,17,5,17,17,3,1081,883,216,No
STORM,4,external/storm-kafka/src/jvm/storm/kafka/bolt/KafkaBolt.java,121,39,18,94,17,5,358,69,20,1760,688,98,No
STORM,4,external/storm-kafka/src/jvm/storm/kafka/bolt/mapper/FieldNameBasedTupleToKafkaMapper.java,48,4,2,14,11,7,11,11,6,542,534,271,No
STORM,4,external/storm-kafka/src/jvm/storm/kafka/bolt/selector/DefaultTopicSelector.java,34,2,1,2,2,2,-3,0,-3,18,18,18,No
STORM,4,external/storm-kafka/src/jvm/storm/kafka/bolt/selector/KafkaTopicSelector.java,26,3,2,4,3,2,2,2,1,25,18,13,No
STORM,4,external/storm-kafka/src/jvm/storm/kafka/trident/Coordinator.java,51,5,2,21,17,11,15,14,8,951,910,476,No
STORM,4,external/storm-kafka/src/jvm/storm/kafka/trident/DefaultCoordinator.java,31,1,1,17,17,17,17,17,17,41,41,41,No
STORM,4,external/storm-kafka/src/jvm/storm/kafka/trident/GlobalPartitionInformation.java,112,10,3,42,17,14,60,33,20,1008,895,336,No
STORM,4,external/storm-kafka/src/jvm/storm/kafka/trident/IBatchCoordinator.java,26,1,1,17,17,17,17,17,17,41,41,41,No
STORM,4,external/storm-kafka/src/jvm/storm/kafka/trident/IBrokerReader.java,30,3,2,23,17,12,27,22,14,951,910,476,No
STORM,4,external/storm-kafka/src/jvm/storm/kafka/trident/MaxMetric.java,40,1,1,17,17,17,17,17,17,41,41,41,No
STORM,4,external/storm-kafka/src/jvm/storm/kafka/trident/OpaqueTridentKafkaSpout.java,60,4,2,20,17,10,19,18,10,951,910,476,No
STORM,4,external/storm-kafka/src/jvm/storm/kafka/trident/StaticBrokerReader.java,49,5,2,35,17,18,43,30,22,951,910,476,No
STORM,4,external/storm-kafka/src/jvm/storm/kafka/trident/TransactionalTridentKafkaSpout.java,58,2,2,18,17,9,17,17,9,113,72,57,No
STORM,4,external/storm-kafka/src/jvm/storm/kafka/trident/TridentKafkaConfig.java,37,1,1,17,17,17,17,17,17,41,41,41,No
STORM,4,external/storm-kafka/src/jvm/storm/kafka/trident/TridentKafkaEmitter.java,281,37,12,114,18,10,305,65,25,1806,602,151,No
STORM,4,external/storm-kafka/src/jvm/storm/kafka/trident/TridentKafkaState.java,99,20,4,52,17,13,36,29,9,39,14,10,No
STORM,4,external/storm-kafka/src/jvm/storm/kafka/trident/TridentKafkaStateFactory.java,57,9,2,39,17,20,32,32,16,28,14,14,No
STORM,4,external/storm-kafka/src/jvm/storm/kafka/trident/TridentKafkaUpdater.java,31,1,1,17,17,17,17,17,17,14,14,14,No
STORM,4,external/storm-kafka/src/jvm/storm/kafka/trident/ZkBrokerReader.java,84,12,3,68,17,23,81,41,27,1008,895,336,No
STORM,4,external/storm-kafka/src/jvm/storm/kafka/trident/selector/DefaultTopicSelector.java,34,3,1,2,2,2,-3,0,-3,18,18,18,No
STORM,4,external/storm-kafka/src/jvm/storm/kafka/trident/selector/KafkaTopicSelector.java,26,4,2,4,3,2,1,2,1,25,18,13,No
STORM,4,external/storm-kafka/src/test/storm/kafka/DynamicBrokersReaderTest.java,252,24,6,127,30,21,485,97,81,1378,506,230,No
STORM,4,external/storm-kafka/src/test/storm/kafka/ExponentialBackoffMsgRetryManagerTest.java,211,1,1,17,17,17,17,17,17,838,838,838,No
STORM,4,external/storm-kafka/src/test/storm/kafka/KafkaErrorTest.java,56,1,1,17,17,17,17,17,17,157,157,157,No
STORM,4,external/storm-kafka/src/test/storm/kafka/KafkaTestBroker.java,92,20,5,64,17,13,163,47,33,218,114,44,No
STORM,4,external/storm-kafka/src/test/storm/kafka/KafkaUtilsTest.java,260,48,12,160,41,13,653,103,54,1998,430,167,No
STORM,4,external/storm-kafka/src/test/storm/kafka/StringKeyValueSchemeTest.java,55,1,1,17,17,17,17,17,17,157,157,157,No
STORM,4,external/storm-kafka/src/test/storm/kafka/TestUtils.java,104,10,3,88,47,29,156,84,52,1107,855,369,No
STORM,4,external/storm-kafka/src/test/storm/kafka/TridentKafkaTest.java,86,16,3,36,17,12,11,17,4,168,140,56,No
STORM,4,external/storm-kafka/src/test/storm/kafka/TridentKafkaTopology.java,100,12,3,27,17,9,2,12,1,37,14,12,No
STORM,4,external/storm-kafka/src/test/storm/kafka/ZkCoordinatorTest.java,147,8,5,24,17,5,55,18,11,1946,872,389,No
STORM,4,external/storm-kafka/src/test/storm/kafka/bolt/KafkaBoltTest.java,215,17,6,75,17,13,260,71,43,1729,722,288,No
STORM,4,storm-core/src/jvm/backtype/storm/Config.java,1578,1254,125,4946,1434,40,290509,3577,2324,9363,604,75,No
STORM,4,storm-core/src/jvm/backtype/storm/ConfigValidation.java,369,32,10,387,70,39,2329,365,233,2492,595,249,No
STORM,4,storm-core/src/jvm/backtype/storm/Constants.java,36,3,2,19,17,10,19,18,10,973,565,487,No
STORM,4,storm-core/src/jvm/backtype/storm/ILocalCluster.java,49,3,2,19,17,10,21,19,11,973,565,487,No
STORM,4,storm-core/src/jvm/backtype/storm/ILocalDRPC.java,27,1,1,17,17,17,17,17,17,565,565,565,No
STORM,4,storm-core/src/jvm/backtype/storm/StormSubmitter.java,445,96,20,471,87,24,4975,365,249,2250,565,113,No
STORM,4,storm-core/src/jvm/backtype/storm/clojure/ClojureBolt.java,119,1,1,17,17,17,17,17,17,565,565,565,No
STORM,4,storm-core/src/jvm/backtype/storm/clojure/ClojureSpout.java,153,1,1,17,17,17,17,17,17,565,565,565,No
STORM,4,storm-core/src/jvm/backtype/storm/clojure/RichShellBolt.java,51,1,1,17,17,17,17,17,17,565,565,565,No
STORM,4,storm-core/src/jvm/backtype/storm/clojure/RichShellSpout.java,51,1,1,17,17,17,17,17,17,565,565,565,No
STORM,4,storm-core/src/jvm/backtype/storm/coordination/BatchBoltExecutor.java,108,4,4,20,17,5,17,17,4,1611,799,403,No
STORM,4,storm-core/src/jvm/backtype/storm/coordination/BatchOutputCollector.java,46,1,1,17,17,17,17,17,17,565,565,565,No
STORM,4,storm-core/src/jvm/backtype/storm/coordination/BatchOutputCollectorImpl.java,53,1,1,17,17,17,17,17,17,565,565,565,No
STORM,4,storm-core/src/jvm/backtype/storm/coordination/BatchSubtopologyBuilder.java,447,3,2,28,17,14,39,28,20,1359,794,680,No
STORM,4,storm-core/src/jvm/backtype/storm/coordination/CoordinatedBolt.java,382,1,1,17,17,17,17,17,17,565,565,565,No
STORM,4,storm-core/src/jvm/backtype/storm/coordination/IBatchBolt.java,30,1,1,17,17,17,17,17,17,565,565,565,No
STORM,4,storm-core/src/jvm/backtype/storm/daemon/Shutdownable.java,22,1,1,17,17,17,17,17,17,565,565,565,No
STORM,4,storm-core/src/jvm/backtype/storm/drpc/DRPCInvocationsClient.java,114,22,4,93,17,23,158,62,40,1625,570,406,No
STORM,4,storm-core/src/jvm/backtype/storm/drpc/DRPCSpout.java,259,30,6,126,47,21,298,107,50,1892,570,315,No
STORM,4,storm-core/src/jvm/backtype/storm/drpc/JoinResult.java,75,1,1,17,17,17,17,17,17,565,565,565,No
STORM,4,storm-core/src/jvm/backtype/storm/drpc/KeyedFairBolt.java,93,1,1,17,17,17,17,17,17,565,565,565,No
STORM,4,storm-core/src/jvm/backtype/storm/drpc/LinearDRPCInputDeclarer.java,52,2,2,21,17,11,23,20,12,1359,794,680,No
STORM,4,storm-core/src/jvm/backtype/storm/drpc/LinearDRPCTopologyBuilder.java,394,3,2,29,17,15,39,28,20,1359,794,680,No
STORM,4,storm-core/src/jvm/backtype/storm/drpc/PrepareRequest.java,59,1,1,17,17,17,17,17,17,565,565,565,No
STORM,4,storm-core/src/jvm/backtype/storm/drpc/ReturnResults.java,124,12,4,54,19,14,104,46,26,1625,570,406,No
STORM,4,storm-core/src/jvm/backtype/storm/generated/AlreadyAliveException.java,406,40,6,179,72,30,386,140,64,1913,715,319,No
STORM,4,storm-core/src/jvm/backtype/storm/generated/AuthorizationException.java,406,23,5,156,72,31,263,140,53,1062,527,212,No
STORM,4,storm-core/src/jvm/backtype/storm/generated/Bolt.java,514,48,6,227,92,38,497,177,83,1913,715,319,No
STORM,4,storm-core/src/jvm/backtype/storm/generated/BoltStats.java,1390,102,6,980,526,163,2507,847,418,1913,715,319,No
STORM,4,storm-core/src/jvm/backtype/storm/generated/ClusterSummary.java,714,141,8,874,206,109,3066,673,383,2849,715,356,No
STORM,4,storm-core/src/jvm/backtype/storm/generated/ComponentCommon.java,852,74,6,461,221,77,1085,373,181,1913,715,319,No
STORM,4,storm-core/src/jvm/backtype/storm/generated/ComponentObject.java,462,36,3,123,48,41,197,77,66,1493,715,498,No
STORM,4,storm-core/src/jvm/backtype/storm/generated/Credentials.java,458,33,6,249,110,42,401,209,67,1502,527,250,No
STORM,4,storm-core/src/jvm/backtype/storm/generated/DRPCExecutionException.java,406,40,6,179,72,30,386,140,64,1913,715,319,No
STORM,4,storm-core/src/jvm/backtype/storm/generated/DRPCRequest.java,507,48,6,218,88,36,470,168,78,1913,715,319,No
STORM,4,storm-core/src/jvm/backtype/storm/generated/DistributedRPC.java,1328,148,7,697,132,100,2059,552,294,2045,570,292,No
STORM,4,storm-core/src/jvm/backtype/storm/generated/DistributedRPCInvocations.java,2935,345,7,1640,189,234,4923,1322,703,2045,570,292,No
STORM,4,storm-core/src/jvm/backtype/storm/generated/ErrorInfo.java,714,83,7,500,137,71,1481,429,212,2016,604,288,No
STORM,4,storm-core/src/jvm/backtype/storm/generated/ExecutorInfo.java,499,56,6,223,84,37,461,165,77,1913,715,319,No
STORM,4,storm-core/src/jvm/backtype/storm/generated/ExecutorSpecificStats.java,387,31,3,107,40,36,173,69,58,1493,715,498,No
STORM,4,storm-core/src/jvm/backtype/storm/generated/ExecutorStats.java,915,94,7,636,258,91,1820,552,260,1974,715,282,No
STORM,4,storm-core/src/jvm/backtype/storm/generated/ExecutorSummary.java,922,88,6,405,164,68,872,302,145,1913,715,319,No
STORM,4,storm-core/src/jvm/backtype/storm/generated/GlobalStreamId.java,507,48,6,218,88,36,470,168,78,1913,715,319,No
STORM,4,storm-core/src/jvm/backtype/storm/generated/Grouping.java,800,47,3,216,109,72,386,140,129,1493,715,498,No
STORM,4,storm-core/src/jvm/backtype/storm/generated/InvalidTopologyException.java,406,40,6,179,72,30,386,140,64,1913,715,319,No
STORM,4,storm-core/src/jvm/backtype/storm/generated/JavaObject.java,561,51,6,274,122,46,626,220,104,1913,715,319,No
STORM,4,storm-core/src/jvm/backtype/storm/generated/JavaObjectArg.java,631,39,3,157,70,52,263,99,88,1493,715,498,No
STORM,4,storm-core/src/jvm/backtype/storm/generated/KillOptions.java,407,44,6,198,82,33,425,153,71,1913,715,319,No
STORM,4,storm-core/src/jvm/backtype/storm/generated/Nimbus.java,24117,2195,8,16667,2382,2083,75959,14636,9495,2705,570,338,No
STORM,4,storm-core/src/jvm/backtype/storm/generated/NotAliveException.java,406,40,6,179,72,30,386,140,64,1913,715,319,No
STORM,4,storm-core/src/jvm/backtype/storm/generated/NullStruct.java,300,30,6,140,56,23,305,113,51,1913,715,319,No
STORM,4,storm-core/src/jvm/backtype/storm/generated/RebalanceOptions.java,664,73,7,395,168,56,857,297,122,2353,715,336,No
STORM,4,storm-core/src/jvm/backtype/storm/generated/ShellComponent.java,516,46,6,233,105,39,521,185,87,1913,715,319,No
STORM,4,storm-core/src/jvm/backtype/storm/generated/SpoutSpec.java,514,48,6,227,92,38,497,177,83,1913,715,319,No
STORM,4,storm-core/src/jvm/backtype/storm/generated/SpoutStats.java,917,74,6,668,332,111,1697,577,283,1913,715,319,No
STORM,4,storm-core/src/jvm/backtype/storm/generated/StateSpoutSpec.java,514,48,6,227,92,38,497,177,83,1913,715,319,No
STORM,4,storm-core/src/jvm/backtype/storm/generated/StormTopology.java,803,65,6,455,224,76,1103,379,184,1913,715,319,No
STORM,4,storm-core/src/jvm/backtype/storm/generated/StreamInfo.java,554,56,6,279,118,47,626,220,104,1913,715,319,No
STORM,4,storm-core/src/jvm/backtype/storm/generated/SubmitOptions.java,533,62,7,330,102,47,993,285,142,2045,570,292,No
STORM,4,storm-core/src/jvm/backtype/storm/generated/SupervisorSummary.java,909,155,8,620,130,78,2112,476,264,2316,715,290,No
STORM,4,storm-core/src/jvm/backtype/storm/generated/TopologyInfo.java,1280,201,9,1528,332,170,6839,1342,760,2826,570,314,No
STORM,4,storm-core/src/jvm/backtype/storm/generated/TopologyInitialStatus.java,62,5,3,21,17,7,20,18,7,1493,715,498,No
STORM,4,storm-core/src/jvm/backtype/storm/generated/TopologySummary.java,1208,219,9,1259,236,140,5266,1056,585,3147,570,350,No
STORM,4,storm-core/src/jvm/backtype/storm/grouping/CustomStreamGrouping.java,43,1,1,17,17,17,17,17,17,565,565,565,No
STORM,4,storm-core/src/jvm/backtype/storm/hooks/BaseTaskHook.java,61,1,1,17,17,17,17,17,17,565,565,565,No
STORM,4,storm-core/src/jvm/backtype/storm/hooks/ITaskHook.java,38,1,1,17,17,17,17,17,17,565,565,565,No
STORM,4,storm-core/src/jvm/backtype/storm/hooks/info/BoltAckInfo.java,32,1,1,17,17,17,17,17,17,565,565,565,No
STORM,4,storm-core/src/jvm/backtype/storm/hooks/info/BoltExecuteInfo.java,32,1,1,17,17,17,17,17,17,565,565,565,No
STORM,4,storm-core/src/jvm/backtype/storm/hooks/info/BoltFailInfo.java,32,1,1,17,17,17,17,17,17,565,565,565,No
STORM,4,storm-core/src/jvm/backtype/storm/hooks/info/EmitInfo.java,35,1,1,17,17,17,17,17,17,565,565,565,No
STORM,4,storm-core/src/jvm/backtype/storm/hooks/info/SpoutAckInfo.java,30,1,1,17,17,17,17,17,17,565,565,565,No
STORM,4,storm-core/src/jvm/backtype/storm/hooks/info/SpoutFailInfo.java,30,1,1,17,17,17,17,17,17,565,565,565,No
STORM,4,storm-core/src/jvm/backtype/storm/messaging/IConnection.java,49,6,3,36,17,12,33,28,11,891,565,297,No
STORM,4,storm-core/src/jvm/backtype/storm/messaging/IContext.java,59,1,1,17,17,17,17,17,17,565,565,565,No
STORM,4,storm-core/src/jvm/backtype/storm/messaging/TaskMessage.java,53,1,1,17,17,17,17,17,17,565,565,565,No
STORM,4,storm-core/src/jvm/backtype/storm/messaging/TransportFactory.java,57,1,1,17,17,17,17,17,17,565,565,565,No
STORM,4,storm-core/src/jvm/backtype/storm/messaging/netty/Client.java,590,401,50,2305,130,46,39983,1419,800,3318,558,66,No
STORM,4,storm-core/src/jvm/backtype/storm/messaging/netty/Context.java,104,47,8,113,17,14,220,73,28,1975,761,247,No
STORM,4,storm-core/src/jvm/backtype/storm/messaging/netty/ControlMessage.java,71,5,3,24,17,8,27,21,9,1124,558,375,No
STORM,4,storm-core/src/jvm/backtype/storm/messaging/netty/MessageBatch.java,140,10,6,76,37,13,126,63,21,1206,558,201,No
STORM,4,storm-core/src/jvm/backtype/storm/messaging/netty/MessageDecoder.java,145,10,4,122,61,31,214,85,54,1132,558,283,No
STORM,4,storm-core/src/jvm/backtype/storm/messaging/netty/MessageEncoder.java,43,2,2,21,17,11,25,21,13,984,558,492,No
STORM,4,storm-core/src/jvm/backtype/storm/messaging/netty/NettyRenameThreadFactory.java,52,2,2,18,17,9,17,17,9,153,121,77,No
STORM,4,storm-core/src/jvm/backtype/storm/messaging/netty/SaslMessageToken.java,99,9,1,62,13,62,1,1,1,10,10,10,No
STORM,4,storm-core/src/jvm/backtype/storm/messaging/netty/SaslNettyClient.java,166,14,2,120,49,60,1,1,1,14,9,7,No
STORM,4,storm-core/src/jvm/backtype/storm/messaging/netty/SaslNettyServer.java,165,11,1,21,5,21,3,3,3,5,5,5,No
STORM,4,storm-core/src/jvm/backtype/storm/messaging/netty/SaslStormClientHandler.java,157,20,3,130,26,43,19,14,6,498,484,166,No
STORM,4,storm-core/src/jvm/backtype/storm/messaging/netty/SaslStormServerHandler.java,155,20,2,125,22,63,10,10,5,14,9,7,No
STORM,4,storm-core/src/jvm/backtype/storm/messaging/netty/SaslUtils.java,74,12,3,57,12,19,22,17,7,15,9,5,No
STORM,4,storm-core/src/jvm/backtype/storm/messaging/netty/Server.java,347,111,16,577,58,36,4765,436,298,2659,558,166,No
STORM,4,storm-core/src/jvm/backtype/storm/messaging/netty/StormClientPipelineFactory.java,44,10,6,62,18,10,96,40,16,1910,558,318,No
STORM,4,storm-core/src/jvm/backtype/storm/messaging/netty/StormServerHandler.java,66,7,4,46,20,12,45,31,11,1289,558,322,No
STORM,4,storm-core/src/jvm/backtype/storm/messaging/netty/StormServerPipelineFactory.java,57,12,3,69,21,23,90,47,30,994,558,331,No
STORM,4,storm-core/src/jvm/backtype/storm/metric/LoggingMetricsConsumer.java,72,1,1,17,17,17,17,17,17,563,563,563,No
STORM,4,storm-core/src/jvm/backtype/storm/metric/MetricsConsumerBolt.java,64,1,1,17,17,17,17,17,17,565,565,565,No
STORM,4,storm-core/src/jvm/backtype/storm/metric/SystemBolt.java,155,7,4,32,17,8,70,18,18,631,562,158,No
STORM,4,storm-core/src/jvm/backtype/storm/metric/api/AssignableMetric.java,34,1,1,17,17,17,17,17,17,565,565,565,No
STORM,4,storm-core/src/jvm/backtype/storm/metric/api/CombinedMetric.java,38,1,1,17,17,17,17,17,17,565,565,565,No
STORM,4,storm-core/src/jvm/backtype/storm/metric/api/CountMetric.java,41,1,1,17,17,17,17,17,17,565,565,565,No
STORM,4,storm-core/src/jvm/backtype/storm/metric/api/ICombiner.java,23,1,1,17,17,17,17,17,17,565,565,565,No
STORM,4,storm-core/src/jvm/backtype/storm/metric/api/IMetric.java,22,1,1,17,17,17,17,17,17,565,565,565,No
STORM,4,storm-core/src/jvm/backtype/storm/metric/api/IMetricsConsumer.java,60,1,1,17,17,17,17,17,17,565,565,565,No
STORM,4,storm-core/src/jvm/backtype/storm/metric/api/IReducer.java,24,1,1,17,17,17,17,17,17,565,565,565,No
STORM,4,storm-core/src/jvm/backtype/storm/metric/api/IStatefulObject.java,22,1,1,17,17,17,17,17,17,563,563,563,No
STORM,4,storm-core/src/jvm/backtype/storm/metric/api/MeanReducer.java,55,1,1,17,17,17,17,17,17,565,565,565,No
STORM,4,storm-core/src/jvm/backtype/storm/metric/api/MultiCountMetric.java,45,1,1,17,17,17,17,17,17,565,565,565,No
STORM,4,storm-core/src/jvm/backtype/storm/metric/api/MultiReducedMetric.java,50,1,1,17,17,17,17,17,17,565,565,565,No
STORM,4,storm-core/src/jvm/backtype/storm/metric/api/ReducedMetric.java,38,1,1,17,17,17,17,17,17,565,565,565,No
STORM,4,storm-core/src/jvm/backtype/storm/metric/api/StateMetric.java,31,1,1,17,17,17,17,17,17,563,563,563,No
